i,id,event_name,event_date,date_timestamp,event_timestamp,ga_session_id,event_label,page_path,int_value,page_location,value,user_id,dayofweek,hour,shift,machine
95,95,Signal-list_change,20230908,2023-09-08 10:18:21.735370+00:00,1694168301735370,1694168013,"{""Signal-list"":""Wheelhead1Power""}",,,http://dm2.danobatgroup.com/,,agonzalez,6,10,t1,LG400A-100645 (RECC07) TX
96,96,confirmParameters_click,20230908,2023-09-08 10:18:21.735370+00:00,1694168301735370,1694168013,"{""Signal-list"":""Wheelhead1Power""}",,,http://dm2.danobatgroup.com/,,agonzalez,6,10,t1,LG400A-100645 (RECC07) TX
97,97,loadChart_0_click,20230908,2023-09-08 10:18:21.735370+00:00,1694168301735370,1694168013,"{""Signal-list"":""Wheelhead1Power""}",,,http://dm2.danobatgroup.com/,,agonzalez,6,10,t1,LG400A-100645 (RECC07) TX
98,98,loadChart_1_click,20230908,2023-09-08 10:18:26.788415+00:00,1694168306788415,1694168013,"{""Signal-list"":""Wheelhead1Power""}",,,http://dm2.danobatgroup.com/,,agonzalez,6,10,t1,LG400A-100645 (RECC07) TX
99,99,user_engagement,20230908,2023-09-08 10:18:26.788415+00:00,1694168306788415,1694168013,,,,http://dm2.danobatgroup.com/,,agonzalez,6,10,t1,LG400A-100645 (RECC07) TX
608,608,first_visit,20230913,2023-09-13 10:35:05.524424+00:00,1694601305524424,1694601305,,,,http://dm2.danobatgroup.com/,,eurkia,4,10,t1,
609,609,session_start,20230913,2023-09-13 10:35:05.524424+00:00,1694601305524424,1694601305,,,,http://dm2.danobatgroup.com/,,eurkia,4,10,t1,
610,610,page_view,20230913,2023-09-13 10:35:05.524424+00:00,1694601305524424,1694601305,,,,http://dm2.danobatgroup.com/,,eurkia,4,10,t1,
611,611,scroll,20230913,2023-09-13 10:35:10.462968+00:00,1694601310462968,1694601305,,,,http://dm2.danobatgroup.com/,,eurkia,4,10,t1,
612,612,selectMachine_LG400A-100648 (RECC06) TX_,20230913,2023-09-13 10:35:16.045493+00:00,1694601316045493,1694601305,,,,http://dm2.danobatgroup.com/,,eurkia,4,10,t1,LG400A-100648 (RECC06) TX
613,613,selectTransformations_0_change,20230913,2023-09-13 10:35:38.543174+00:00,1694601338543174,1694601305,"{""selectTransformations_0"":""""}",,,http://dm2.danobatgroup.com/,,eurkia,4,10,t1,LG400A-100648 (RECC06) TX
614,614,selectTransformations_0_change,20230913,2023-09-13 10:35:38.543174+00:00,1694601338543174,1694601305,{},,,http://dm2.danobatgroup.com/,,eurkia,4,10,t1,LG400A-100648 (RECC06) TX
615,615,deleteChart3_click,20230913,2023-09-13 10:35:46.559812+00:00,1694601346559812,1694601305,{},,,http://dm2.danobatgroup.com/,,eurkia,4,10,t1,LG400A-100648 (RECC06) TX
616,616,deleteChart2_click,20230913,2023-09-13 10:35:46.559812+00:00,1694601346559812,1694601305,{},,,http://dm2.danobatgroup.com/,,eurkia,4,10,t1,LG400A-100648 (RECC06) TX
617,617,deleteChart3_click,20230913,2023-09-13 10:35:46.559812+00:00,1694601346559812,1694601305,{},,,http://dm2.danobatgroup.com/,,eurkia,4,10,t1,LG400A-100648 (RECC06) TX
618,618,deleteChart3_click,20230913,2023-09-13 10:35:46.559812+00:00,1694601346559812,1694601305,{},,,http://dm2.danobatgroup.com/,,eurkia,4,10,t1,LG400A-100648 (RECC06) TX
619,619,deleteChart3_click,20230913,2023-09-13 10:35:46.559812+00:00,1694601346559812,1694601305,{},,,http://dm2.danobatgroup.com/,,eurkia,4,10,t1,LG400A-100648 (RECC06) TX
620,620,deleteChart3_click,20230913,2023-09-13 10:35:54.526286+00:00,1694601354526286,1694601305,{},,,http://dm2.danobatgroup.com/,,eurkia,4,10,t1,LG400A-100648 (RECC06) TX
621,621,deleteChart3_click,20230913,2023-09-13 10:35:54.526286+00:00,1694601354526286,1694601305,{},,,http://dm2.danobatgroup.com/,,eurkia,4,10,t1,LG400A-100648 (RECC06) TX
622,622,deleteChart2_click,20230913,2023-09-13 10:35:54.526286+00:00,1694601354526286,1694601305,{},,,http://dm2.danobatgroup.com/,,eurkia,4,10,t1,LG400A-100648 (RECC06) TX
623,623,deleteChart1_click,20230913,2023-09-13 10:35:54.526286+00:00,1694601354526286,1694601305,{},,,http://dm2.danobatgroup.com/,,eurkia,4,10,t1,LG400A-100648 (RECC06) TX
624,624,selectSignals_0_change,20230913,2023-09-13 10:36:09.363592+00:00,1694601369363592,1694601305,"{""selectSignals_0"":[""Wheelhead1Power""]}",,,http://dm2.danobatgroup.com/,,eurkia,4,10,t1,LG400A-100648 (RECC06) TX
625,625,selectSignals_0_change,20230913,2023-09-13 10:36:09.363592+00:00,1694601369363592,1694601305,"{""selectSignals_0"":[""Wheelhead1Power""]}",,,http://dm2.danobatgroup.com/,,eurkia,4,10,t1,LG400A-100648 (RECC06) TX
626,626,selectIndicators_0_change,20230913,2023-09-13 10:36:14.713699+00:00,1694601374713699,1694601305,"{""selectIndicators_0"":""""}",,,http://dm2.danobatgroup.com/,,eurkia,4,10,t1,LG400A-100648 (RECC06) TX
627,627,selectIndicators_0_change,20230913,2023-09-13 10:36:14.713699+00:00,1694601374713699,1694601305,"{""selectIndicators_0"":""""}",,,http://dm2.danobatgroup.com/,,eurkia,4,10,t1,LG400A-100648 (RECC06) TX
628,628,selectTransformations_0_change,20230913,2023-09-13 10:36:14.713699+00:00,1694601374713699,1694601305,{},,,http://dm2.danobatgroup.com/,,eurkia,4,10,t1,LG400A-100648 (RECC06) TX
629,629,selectTransformations_0_change,20230913,2023-09-13 10:36:14.713699+00:00,1694601374713699,1694601305,{},,,http://dm2.danobatgroup.com/,,eurkia,4,10,t1,LG400A-100648 (RECC06) TX
630,630,user_engagement,20230913,2023-09-13 10:44:19.288386+00:00,1694601859288386,1694601305,,,,http://dm2.danobatgroup.com/,,eurkia,4,10,t1,LG400A-100648 (RECC06) TX
663,663,session_start,20230921,2023-09-21 20:03:01.769571+00:00,1695326581769571,1695326581,,,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,
664,664,page_view,20230921,2023-09-21 20:03:01.769571+00:00,1695326581769571,1695326581,,,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,
665,665,scroll,20230921,2023-09-21 20:03:06.629103+00:00,1695326586629103,1695326581,,,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,
666,666,returnHome_click,20230921,2023-09-21 20:03:19.443467+00:00,1695326599443467,1695326581,,,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,
667,667,selectMachine_LG1000 - 100672 IDK_click,20230921,2023-09-21 20:03:35.647486+00:00,1695326615647486,1695326581,,,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,LG1000 - 100672 IDK
668,668,manualSelectionModal_click,20230921,2023-09-21 20:04:15.517423+00:00,1695326655517423,1695326581,,,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,LG1000 - 100672 IDK
669,669,updateFilesList_click,20230921,2023-09-21 20:04:59.463905+00:00,1695326699463905,1695326581,,,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,LG1000 - 100672 IDK
670,670,closeSelectFilesModal_click,20230921,2023-09-21 20:04:59.463905+00:00,1695326699463905,1695326581,,,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,LG1000 - 100672 IDK
671,671,manualSelectionModal_click,20230921,2023-09-21 20:05:32.465046+00:00,1695326732465046,1695326581,,,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,LG1000 - 100672 IDK
672,672,updateFilesList_click,20230921,2023-09-21 20:05:56.288055+00:00,1695326756288055,1695326581,,,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,LG1000 - 100672 IDK
673,673,closeSelectFilesModal_click,20230921,2023-09-21 20:06:15.875508+00:00,1695326775875508,1695326581,,,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,LG1000 - 100672 IDK
674,674,selectSignals_0_change,20230921,2023-09-21 20:06:48.803316+00:00,1695326808803316,1695326581,"{""selectSignals_0"":[""Wheelhead2Power""]}",,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,LG1000 - 100672 IDK
675,675,selectSignals_0_change,20230921,2023-09-21 20:07:59.223015+00:00,1695326879223015,1695326581,"{""selectSignals_0"":[""Wheelhead2Power"",""Wheelhead2Speed_actual"",""X1AxisForce"",""Z1AxisForce"",""CAxisSpeed_actual""]}",,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,LG1000 - 100672 IDK
676,676,manualSelectionModal_click,20230921,2023-09-21 20:07:59.223015+00:00,1695326879223015,1695326581,"{""selectSignals_0"":[""Wheelhead2Power"",""Wheelhead2Speed_actual"",""X1AxisForce"",""Z1AxisForce"",""CAxisSpeed_actual""]}",,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,LG1000 - 100672 IDK
677,677,confirmFiles_click,20230921,2023-09-21 20:08:08.281962+00:00,1695326888281962,1695326581,"{""selectSignals_0"":[""Wheelhead2Power"",""Wheelhead2Speed_actual"",""X1AxisForce"",""Z1AxisForce"",""CAxisSpeed_actual""]}",,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,LG1000 - 100672 IDK
678,678,loadChart_0_click,20230921,2023-09-21 20:08:08.281962+00:00,1695326888281962,1695326581,"{""selectSignals_0"":[""Wheelhead2Power"",""Wheelhead2Speed_actual"",""X1AxisForce"",""Z1AxisForce"",""CAxisSpeed_actual""]}",,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,LG1000 - 100672 IDK
679,679,deleteChart1_click,20230921,2023-09-21 20:08:14.630709+00:00,1695326894630709,1695326581,"{""selectSignals_0"":[""Wheelhead2Power"",""Wheelhead2Speed_actual"",""X1AxisForce"",""Z1AxisForce"",""CAxisSpeed_actual""]}",,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,LG1000 - 100672 IDK
680,680,deleteChart1_click,20230921,2023-09-21 20:08:14.630709+00:00,1695326894630709,1695326581,"{""selectSignals_0"":[""Wheelhead2Power"",""Wheelhead2Speed_actual"",""X1AxisForce"",""Z1AxisForce"",""CAxisSpeed_actual""]}",,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,LG1000 - 100672 IDK
681,681,deleteChart1_click,20230921,2023-09-21 20:08:14.630709+00:00,1695326894630709,1695326581,"{""selectSignals_0"":[""Wheelhead2Power"",""Wheelhead2Speed_actual"",""X1AxisForce"",""Z1AxisForce"",""CAxisSpeed_actual""]}",,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,LG1000 - 100672 IDK
682,682,deleteChart1_click,20230921,2023-09-21 20:08:14.630709+00:00,1695326894630709,1695326581,"{""selectSignals_0"":[""Wheelhead2Power"",""Wheelhead2Speed_actual"",""X1AxisForce"",""Z1AxisForce"",""CAxisSpeed_actual""]}",,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,LG1000 - 100672 IDK
683,683,deleteChart1_click,20230921,2023-09-21 20:08:14.630709+00:00,1695326894630709,1695326581,"{""selectSignals_0"":[""Wheelhead2Power"",""Wheelhead2Speed_actual"",""X1AxisForce"",""Z1AxisForce"",""CAxisSpeed_actual""]}",,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,LG1000 - 100672 IDK
684,684,deleteChart1_click,20230921,2023-09-21 20:08:14.630709+00:00,1695326894630709,1695326581,"{""selectSignals_0"":[""Wheelhead2Power"",""Wheelhead2Speed_actual"",""X1AxisForce"",""Z1AxisForce"",""CAxisSpeed_actual""]}",,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,LG1000 - 100672 IDK
685,685,deleteChart1_click,20230921,2023-09-21 20:08:14.630709+00:00,1695326894630709,1695326581,"{""selectSignals_0"":[""Wheelhead2Power"",""Wheelhead2Speed_actual"",""X1AxisForce"",""Z1AxisForce"",""CAxisSpeed_actual""]}",,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,LG1000 - 100672 IDK
686,686,deleteChart1_click,20230921,2023-09-21 20:08:14.630709+00:00,1695326894630709,1695326581,"{""selectSignals_0"":[""Wheelhead2Power"",""Wheelhead2Speed_actual"",""X1AxisForce"",""Z1AxisForce"",""CAxisSpeed_actual""]}",,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,LG1000 - 100672 IDK
687,687,deleteChart1_click,20230921,2023-09-21 20:08:14.630709+00:00,1695326894630709,1695326581,"{""selectSignals_0"":[""Wheelhead2Power"",""Wheelhead2Speed_actual"",""X1AxisForce"",""Z1AxisForce"",""CAxisSpeed_actual""]}",,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,LG1000 - 100672 IDK
688,688,distributionOneChart_click,20230921,2023-09-21 20:08:20.208381+00:00,1695326900208381,1695326581,"{""selectSignals_0"":[""Wheelhead2Power"",""Wheelhead2Speed_actual"",""X1AxisForce"",""Z1AxisForce"",""CAxisSpeed_actual""]}",,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,LG1000 - 100672 IDK
689,689,selectSignals_0_change,20230921,2023-09-21 20:08:20.208381+00:00,1695326900208381,1695326581,"{""selectSignals_0"":[""Wheelhead2Power"",""Wheelhead2Speed_actual"",""X1AxisForce"",""Z1AxisForce"",""CAxisSpeed_actual""]}",,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,LG1000 - 100672 IDK
690,690,selectSignals_0_change,20230921,2023-09-21 20:08:31.529869+00:00,1695326911529869,1695326581,"{""selectSignals_0"":[""Wheelhead2Power""]}",,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,LG1000 - 100672 IDK
691,691,loadChart_0_click,20230921,2023-09-21 20:08:31.529869+00:00,1695326911529869,1695326581,"{""selectSignals_0"":[""Wheelhead2Power""]}",,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,LG1000 - 100672 IDK
692,692,manualSelectionModal_click,20230921,2023-09-21 20:08:37.331345+00:00,1695326917331345,1695326581,"{""selectSignals_0"":[""Wheelhead2Power""]}",,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,LG1000 - 100672 IDK
693,693,confirmFiles_click,20230921,2023-09-21 20:08:37.331345+00:00,1695326917331345,1695326581,"{""selectSignals_0"":[""Wheelhead2Power""]}",,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,LG1000 - 100672 IDK
694,694,loadChart_0_click,20230921,2023-09-21 20:08:43.225648+00:00,1695326923225648,1695326581,"{""selectSignals_0"":[""Wheelhead2Power""]}",,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,LG1000 - 100672 IDK
695,695,selectSignals_0_change,20230921,2023-09-21 20:09:23.687464+00:00,1695326963687464,1695326581,"{""selectSignals_0"":[""Wheelhead2Power""]}",,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,LG1000 - 100672 IDK
696,696,selectSignals_0_change,20230921,2023-09-21 20:10:02.672858+00:00,1695327002672858,1695326581,"{""selectSignals_0"":[""Wheelhead2Power"",""Wheelhead2Speed_actual"",""X1AxisForce"",""Z1AxisForce"",""CAxisSpeed_actual""]}",,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,LG1000 - 100672 IDK
697,697,logout_click,20230921,2023-09-21 20:10:02.672858+00:00,1695327002672858,1695326581,"{""selectSignals_0"":[""Wheelhead2Power"",""Wheelhead2Speed_actual"",""X1AxisForce"",""Z1AxisForce"",""CAxisSpeed_actual""]}",,,http://dm2.danobatgroup.com/,,dbarrenetxea,5,20,t2,LG1000 - 100672 IDK
766,766,session_start,20230925,2023-09-25 07:00:09.577980+00:00,1695625209577980,1695625209,,,,http://dm2.danobatgroup.com/,,agonzalez,2,7,t1,
767,767,page_view,20230925,2023-09-25 07:00:09.577980+00:00,1695625209577980,1695625209,,,,http://dm2.danobatgroup.com/,,agonzalez,2,7,t1,
768,768,scroll,20230925,2023-09-25 07:00:10.625927+00:00,1695625210625927,1695625209,,,,http://dm2.danobatgroup.com/,,agonzalez,2,7,t1,
769,769,page_view,20230925,2023-09-25 07:02:08.746536+00:00,1695625328746536,1695625209,,,,http://dm2.danobatgroup.com/,,agonzalez,2,7,t1,
770,770,scroll,20230925,2023-09-25 07:02:09.260883+00:00,1695625329260883,1695625209,,,,http://dm2.danobatgroup.com/,,agonzalez,2,7,t1,
771,771,selectMachine_LG400A-100645 (RECC07) TX_,20230925,2023-09-25 07:02:14.263772+00:00,1695625334263772,1695625209,,,,http://dm2.danobatgroup.com/,,agonzalez,2,7,t1,LG400A-100645 (RECC07) TX
772,772,user_engagement,20230925,2023-09-25 07:11:26.671472+00:00,1695625886671472,1695625209,,,,http://dm2.danobatgroup.com/,,agonzalez,2,7,t1,LG400A-100645 (RECC07) TX
773,775,page_view,20230925,2023-09-25 07:11:32.474407+00:00,1695625892474407,1695625209,,,,http://dm2.danobatgroup.com/,,agonzalez,2,7,t1,LG400A-100645 (RECC07) TX
774,777,scroll,20230925,2023-09-25 07:11:38.563460+00:00,1695625898563460,1695625209,,,,http://dm2.danobatgroup.com/,,agonzalez,2,7,t1,LG400A-100645 (RECC07) TX
775,778,returnHome_click,20230925,2023-09-25 07:11:49.194486+00:00,1695625909194486,1695625209,,,,http://dm2.danobatgroup.com/,,agonzalez,2,7,t1,LG400A-100645 (RECC07) TX
776,787,user_engagement,20230925,2023-09-25 07:17:06.363861+00:00,1695626226363861,1695625209,,,,http://dm2.danobatgroup.com/,,agonzalez,2,7,t1,LG400A-100645 (RECC07) TX
777,773,session_start,20230925,2023-09-25 07:11:28.640802+00:00,1695625888640802,1695625888,,,,http://dm2.ideko.es/,,agonzalez,2,7,t1,
778,774,page_view,20230925,2023-09-25 07:11:28.640802+00:00,1695625888640802,1695625888,,,,http://dm2.ideko.es/,,agonzalez,2,7,t1,
779,776,scroll,20230925,2023-09-25 07:11:36.261069+00:00,1695625896261069,1695625888,,,,http://dm2.ideko.es/,,agonzalez,2,7,t1,
780,779,returnHome_click,20230925,2023-09-25 07:11:52.113184+00:00,1695625912113184,1695625888,,,,http://dm2.ideko.es/,,agonzalez,2,7,t1,
781,780,selectMachine_LG600B6-100636-IDK_click,20230925,2023-09-25 07:11:52.113184+00:00,1695625912113184,1695625888,,,,http://dm2.ideko.es/,,agonzalez,2,7,t1,LG600B6-100636-IDK
782,781,selectSignals_0_change,20230925,2023-09-25 07:11:58.745795+00:00,1695625918745795,1695625888,"{""selectSignals_0"":[""Wheelhead2Power""]}",,,http://dm2.ideko.es/,,agonzalez,2,7,t1,LG600B6-100636-IDK
783,782,selectSignals_0_change,20230925,2023-09-25 07:11:58.745795+00:00,1695625918745795,1695625888,"{""selectSignals_0"":[""Wheelhead2Power"",""CAxisSpeed_actual""]}",,,http://dm2.ideko.es/,,agonzalez,2,7,t1,LG600B6-100636-IDK
784,783,selectAction_change,20230925,2023-09-25 07:12:04.473345+00:00,1695625924473345,1695625888,"{""selectAction"":""Delete all charts""}",,,http://dm2.ideko.es/,,agonzalez,2,7,t1,LG600B6-100636-IDK
785,784,selectTransformations_0_change,20230925,2023-09-25 07:17:05.639032+00:00,1695626225639032,1695625888,"{""selectTransformations_0"":""""}",,,http://dm2.ideko.es/,,agonzalez,2,7,t1,LG600B6-100636-IDK
786,785,selectTransformations_0_change,20230925,2023-09-25 07:17:05.639032+00:00,1695626225639032,1695625888,"{""selectTransformations_0"":""""}",,,http://dm2.ideko.es/,,agonzalez,2,7,t1,LG600B6-100636-IDK
787,786,selectIndicators_0_change,20230925,2023-09-25 07:17:05.639032+00:00,1695626225639032,1695625888,"{""selectIndicators_0"":""""}",,,http://dm2.ideko.es/,,agonzalez,2,7,t1,LG600B6-100636-IDK
788,788,session_start,20230925,2023-09-25 07:34:12.623023+00:00,1695627252623023,1695627252,,,,http://idz-dev-docker.ideko.es/,,ggutierrezeizaguirre,2,7,t1,
789,789,user_engagement,20230925,2023-09-25 07:34:12.623023+00:00,1695627252623023,1695627252,,,,http://idz-dev-docker.ideko.es/,,ggutierrezeizaguirre,2,7,t1,
790,790,page_view,20230925,2023-09-25 07:34:14.282836+00:00,1695627254282836,1695627252,,,,http://idz-dev-docker.ideko.es/,,ggutierrezeizaguirre,2,7,t1,
791,791,scroll,20230925,2023-09-25 07:34:19.084409+00:00,1695627259084409,1695627252,,,,http://idz-dev-docker.ideko.es/,,ggutierrezeizaguirre,2,7,t1,
792,792,deleteChart1_click,20230925,2023-09-25 07:34:24.100697+00:00,1695627264100697,1695627252,,,,http://idz-dev-docker.ideko.es/,,ggutierrezeizaguirre,2,7,t1,
793,793,deleteChart1_click,20230925,2023-09-25 07:34:24.100697+00:00,1695627264100697,1695627252,,,,http://idz-dev-docker.ideko.es/,,ggutierrezeizaguirre,2,7,t1,
794,794,deleteChart1_click,20230925,2023-09-25 07:34:24.100697+00:00,1695627264100697,1695627252,,,,http://idz-dev-docker.ideko.es/,,ggutierrezeizaguirre,2,7,t1,
795,795,deleteChart1_click,20230925,2023-09-25 07:34:24.100697+00:00,1695627264100697,1695627252,,,,http://idz-dev-docker.ideko.es/,,ggutierrezeizaguirre,2,7,t1,
796,796,deleteChart1_click,20230925,2023-09-25 07:34:24.100697+00:00,1695627264100697,1695627252,,,,http://idz-dev-docker.ideko.es/,,ggutierrezeizaguirre,2,7,t1,
797,797,deleteChart1_click,20230925,2023-09-25 07:34:24.100697+00:00,1695627264100697,1695627252,,,,http://idz-dev-docker.ideko.es/,,ggutierrezeizaguirre,2,7,t1,
798,798,deleteChart1_click,20230925,2023-09-25 07:34:24.100697+00:00,1695627264100697,1695627252,,,,http://idz-dev-docker.ideko.es/,,ggutierrezeizaguirre,2,7,t1,
799,799,deleteChart1_click,20230925,2023-09-25 07:34:24.100697+00:00,1695627264100697,1695627252,,,,http://idz-dev-docker.ideko.es/,,ggutierrezeizaguirre,2,7,t1,
800,800,deleteChart1_click,20230925,2023-09-25 07:34:24.100697+00:00,1695627264100697,1695627252,,,,http://idz-dev-docker.ideko.es/,,ggutierrezeizaguirre,2,7,t1,
801,801,selectIndicators_0_change,20230925,2023-09-25 07:34:30.866014+00:00,1695627270866014,1695627252,"{""selectIndicators_0"":""""}",,,http://idz-dev-docker.ideko.es/,,ggutierrezeizaguirre,2,7,t1,
802,802,selectIndicators_0_change,20230925,2023-09-25 07:34:30.866014+00:00,1695627270866014,1695627252,"{""selectIndicators_0"":""grinding,power-stats""}",,,http://idz-dev-docker.ideko.es/,,ggutierrezeizaguirre,2,7,t1,
803,803,confirmParameters_click,20230925,2023-09-25 07:34:37.533547+00:00,1695627277533547,1695627252,"{""selectIndicators_0"":""grinding,power-stats""}",,,http://idz-dev-docker.ideko.es/,,ggutierrezeizaguirre,2,7,t1,
804,804,manualSelectionModal_click,20230925,2023-09-25 07:34:37.533547+00:00,1695627277533547,1695627252,"{""selectIndicators_0"":""grinding,power-stats""}",,,http://idz-dev-docker.ideko.es/,,ggutierrezeizaguirre,2,7,t1,
